-0.103515625,0.25,BAD_blink
0.0830078125,0.25,BAD_blink
1.4677734375,0.25,BAD_blink
1.6923828125,0.25,BAD_blink
2.0166015625,0.25,BAD_blink
2.34375,0.25,BAD_blink
2.6357421875,0.25,BAD_blink
3.2265625,0.25,BAD_blink
4.08984375,0.25,BAD_blink
4.625,0.25,BAD_blink
5.5166015625,0.25,BAD_blink
6.7255859375,0.25,BAD_blink
7.3154296875,0.25,BAD_blink
8.5517578125,0.25,BAD_blink
8.845703125,0.25,BAD_blink
9.1220703125,0.25,BAD_blink
9.7119140625,0.25,BAD_blink
10.048828125,0.25,BAD_blink
11.56640625,0.25,BAD_blink
13.1650390625,0.25,BAD_blink
14.4814453125,0.25,BAD_blink
14.8759765625,0.25,BAD_blink
15.97265625,0.25,BAD_blink
16.2578125,0.25,BAD_blink
17.6494140625,0.25,BAD_blink
19.23828125,0.25,BAD_blink
20.5322265625,0.25,BAD_blink
21.93359375,0.25,BAD_blink
23.984375,0.25,BAD_blink
25.51171875,0.25,BAD_blink
26.78515625,0.25,BAD_blink
27.984375,0.25,BAD_blink
28.4775390625,0.25,BAD_blink
30.150390625,0.25,BAD_blink
31.1689453125,0.25,BAD_blink
32.7001953125,0.25,BAD_blink
34.1884765625,0.25,BAD_blink
35.8310546875,0.25,BAD_blink
37.115234375,0.25,BAD_blink
38.85546875,0.25,BAD_blink
40.2275390625,0.25,BAD_blink
40.708984375,0.25,BAD_blink
43.517578125,0.25,BAD_blink
45.181640625,0.25,BAD_blink
46.015625,0.25,BAD_blink
47.6357421875,0.25,BAD_blink
49.060546875,0.25,BAD_blink
50.583984375,0.25,BAD_blink
51.06640625,0.25,BAD_blink
52.255859375,0.25,BAD_blink
52.6630859375,0.25,BAD_blink
56.8603515625,0.25,BAD_blink
58.1953125,0.25,BAD_blink
59.744140625,0.25,BAD_blink
61.357421875,0.25,BAD_blink
62.84765625,0.25,BAD_blink
64.4970703125,0.25,BAD_blink
66.0927734375,0.25,BAD_blink
67.4755859375,0.25,BAD_blink
67.7822265625,0.25,BAD_blink
68.9228515625,0.25,BAD_blink
70.30078125,0.25,BAD_blink
72.216796875,0.25,BAD_blink
72.869140625,0.25,BAD_blink
73.099609375,0.25,BAD_blink
74.1611328125,0.25,BAD_blink
74.4208984375,0.25,BAD_blink
74.8408203125,0.25,BAD_blink
75.17578125,0.25,BAD_blink
77.748046875,0.25,BAD_blink
78.5,0.25,BAD_blink
79.6728515625,0.25,BAD_blink
80.6650390625,0.25,BAD_blink
81.6748046875,0.25,BAD_blink
81.8466796875,0.25,BAD_blink
82.857421875,0.25,BAD_blink
83.1875,0.25,BAD_blink
83.4755859375,0.25,BAD_blink
83.7314453125,0.25,BAD_blink
85.490234375,0.25,BAD_blink
85.7685546875,0.25,BAD_blink
86.3369140625,0.25,BAD_blink
88.326171875,0.25,BAD_blink
88.6572265625,0.25,BAD_blink
89.1650390625,0.25,BAD_blink
90.330078125,0.25,BAD_blink
90.6591796875,0.25,BAD_blink
90.8935546875,0.25,BAD_blink
91.1611328125,0.25,BAD_blink
92.1416015625,0.25,BAD_blink
93.5947265625,0.25,BAD_blink
93.9384765625,0.25,BAD_blink
94.3671875,0.25,BAD_blink
97.712890625,0.25,BAD_blink
99.1171875,0.25,BAD_blink
100.6435546875,0.25,BAD_blink
101.099609375,0.25,BAD_blink
102.318359375,0.25,BAD_blink
103.4677734375,0.25,BAD_blink
105.0244140625,0.25,BAD_blink
106.5947265625,0.25,BAD_blink
107.125,0.25,BAD_blink
108.5458984375,0.25,BAD_blink
110.068359375,0.25,BAD_blink
111.4462890625,0.25,BAD_blink
111.9091796875,0.25,BAD_blink
114.34765625,0.25,BAD_blink
117.39453125,0.25,BAD_blink
120.7333984375,0.25,BAD_blink
121.9189453125,0.25,BAD_blink
122.4931640625,0.25,BAD_blink
126.3857421875,0.25,BAD_blink
127.984375,0.25,BAD_blink
131.29296875,0.25,BAD_blink
131.814453125,0.25,BAD_blink
136.9140625,0.25,BAD_blink
140.322265625,0.25,BAD_blink
141.796875,0.25,BAD_blink
142.2412109375,0.25,BAD_blink
147.59765625,0.25,BAD_blink
148.7509765625,0.25,BAD_blink
149.27734375,0.25,BAD_blink
155.21875,0.25,BAD_blink
156.9765625,0.25,BAD_blink
157.6328125,0.25,BAD_blink
157.9287109375,0.25,BAD_blink
158.6669921875,0.25,BAD_blink
158.9345703125,0.25,BAD_blink
159.3642578125,0.25,BAD_blink
160.0546875,0.25,BAD_blink
