0.4267578125,0.25,BAD_blink
1.13671875,0.25,BAD_blink
1.6435546875,0.25,BAD_blink
2.4462890625,0.25,BAD_blink
3.3642578125,0.25,BAD_blink
4.53125,0.25,BAD_blink
5.3330078125,0.25,BAD_blink
7.4287109375,0.25,BAD_blink
8.208984375,0.25,BAD_blink
9.2939453125,0.25,BAD_blink
9.9501953125,0.25,BAD_blink
30.421875,0.25,BAD_blink
49.5595703125,0.25,BAD_blink
70.7353515625,0.25,BAD_blink
80.1767578125,0.25,BAD_blink
86.302734375,0.25,BAD_blink
87.9365234375,0.25,BAD_blink
113.8623046875,0.25,BAD_blink
159.939453125,0.25,BAD_blink
165.0810546875,0.25,BAD_blink
171.74609375,0.25,BAD_blink
214.72265625,0.25,BAD_blink
237.177734375,0.25,BAD_blink
244.400390625,0.25,BAD_blink
246.1435546875,0.25,BAD_blink
247.259765625,0.25,BAD_blink
247.794921875,0.25,BAD_blink
268.9111328125,0.25,BAD_blink
298.955078125,0.25,BAD_blink
318.052734375,0.25,BAD_blink
318.8203125,0.25,BAD_blink
322.4814453125,0.25,BAD_blink
323.078125,0.25,BAD_blink
324.22265625,0.25,BAD_blink
324.7900390625,0.25,BAD_blink
326.1650390625,0.25,BAD_blink
327.64453125,0.25,BAD_blink
328.4052734375,0.25,BAD_blink
330.6630859375,0.25,BAD_blink
331.2734375,0.25,BAD_blink
332.0634765625,0.25,BAD_blink
343.0625,0.25,BAD_blink
352.265625,0.25,BAD_blink
359.70703125,0.25,BAD_blink
369.3173828125,0.25,BAD_blink
369.912109375,0.25,BAD_blink
404.2275390625,0.25,BAD_blink
